user_id,item_id,Recommended_Games
sananaderi,214933,"[nan, 'Galactic Civilizations III', 'Counter-Strike: Global Offensive', 'Terraria', 'Team Fortress 2']"
sandgroper,"31280, 234710, 8190","['Poker Night 2', 'Just Cause 2', 'Poker Night at the Inventory']"
sandmeng,"730, 319510",['Counter-Strike: Global Offensive']
sandw1ch,"322500, 204300, 261030","['The Walking Dead: Season 2', 'Awesomenauts - the 2D moba', 'SUPERHOT']"
sanicissped,"17570, 315430, 326990, 304050, 630","['Trove', 'Alien Swarm', 'Polarity']"
sanscripter,4000,"[""Garry's Mod""]"
santiagoivanov,"224260, 113420, 365590","['Tom Clancy’s The Division™', 'No More Room in Hell']"
sanuk_games,"438920, 409450","[nan, 'Galactic Civilizations III', 'Counter-Strike: Global Offensive', 'Terraria', 'Team Fortress 2']"
sarge300491,211820,['Starbound']
sas123567,"244160, 9900","['Star Trek Online', 'Unturned']"
sashthedude,15700,"[""Oddworld: Abe's Oddysee®"", 'Duck Game']"
sasssay,239820,['Game Dev Tycoon']
saturnyplace,311690,"['Watch_Dogs™', 'Papers, Please', 'Rust', ""Tom Clancy's Rainbow Six® Siege"", 'Enter the Gungeon']"
savageh,366440,"['Galactic Civilizations III', 'Counter-Strike: Global Offensive', 'Terraria', 'Savage Resurrection', nan]"
savageshadow,"33220, 39210, 12210, 203160, 55230","['Tomb Raider', nan, 'Saints Row: The Third']"
saviscool,"4000, 730","['Counter-Strike: Global Offensive', ""Garry's Mod""]"
sawtooth44,227160,"['Kinetic Void', 'Counter-Strike: Global Offensive', 'Terraria', nan, 'Team Fortress 2']"
sayan9001,440,['Team Fortress 2']
sazetal,"427520, 230410",['Warframe']
scarfacejoe10,"241930, 270550, 274190","['Middle-earth™: Shadow of Mordor™', 'Broforce', 'Yet Another Zombie Defense', 'Tom Clancy’s Splinter Cell Blacklist']"
scaryoffice,212070,['Star Conflict']
scarytankman10,"211820, 55230","['Starbound', 'Saints Row: The Third']"
schwarzz09,211820,['Starbound']
scoot88,113200,['The Binding of Isaac']
scottbrady,55150,"['Warhammer 40,000: Space Marine', 'Counter-Strike: Global Offensive', 'The Witcher 2: Assassins of Kings Enhanced Edition', 'Rise of the Triad']"
scoutcrap1,113400,['APB Reloaded']
scream21,"385760, 242050",['Assassin’s Creed® IV Black Flag™']
screenshotthisanduploadittoimgur,207610,['The Walking Dead']
scrodobaggins,208090,['Loadout']
scrubnauts_,"105600, 219740","['Terraria', nan, ""Don't Starve Together""]"
scruffred,440,['Team Fortress 2']
scruffy441,"221640, 221380","['Age of Empires II HD', 'Super Hexagon']"
scummyladsRus,"440, 730","['Team Fortress 2', 'Counter-Strike: Global Offensive']"
scyana4,"4000, 201570, 265061, 440, 730","['Counter-Strike: Global Offensive', 'Toribash', ""Garry's Mod"", 'Team Fortress 2', 'Awesomenauts - the 2D moba']"
sddfg024bzarfgdg,304930,['Unturned']
sdfesdfes,17080,['Tribes: Ascend']
sdq101,"4000, 221380, 92100, 8870, 299460, 60","[""Garry's Mod"", 'Ricochet', 'BioShock Infinite', 'Free to Play']"
seacrow,378120,"['Counter-Strike: Global Offensive', 'Terraria', nan, 'NBA 2K16', 'DARK SOULS™: Prepare To Die™ Edition']"
sealbloke,228380,['Next Car Game: Wreckfest']
sealyx,"284160, 271590, 206420, 440, 332570","['Grand Theft Auto V', 'Saints Row IV', 'BeamNG.drive', 'Team Fortress 2']"
sean1090,440,['Team Fortress 2']
seantheextraprawnsheepguy,"4000, 47810, 233860, 57900, 57690, 221910, 22200, 207610, 255710","[""Garry's Mod"", 'The Stanley Parable', ""Sid Meier's Civilization® V"", 'The Walking Dead']"
seatkung,239220,[nan]
sebastian7789,206500,['AirMech Strike']
seblyftw,"4000, 730, 48720, 440","['Counter-Strike: Global Offensive', 'Toribash', ""Garry's Mod"", 'Team Fortress 2', 'Awesomenauts - the 2D moba']"
secretcodrin,"496920, 107410, 226700, 291550","['Arma 3', nan]"
seederers,"221640, 107100, 42910","['Bastion', 'Magicka', 'Super Hexagon']"
seedy1,228380,['Next Car Game: Wreckfest']
seeejayy,570,[nan]
seek83,"61600, 234140, 6310","['Mad Max', 'Zen Bound 2']"
seige7,207790,"[nan, 'Galactic Civilizations III', 'Counter-Strike: Global Offensive', 'Terraria', 'Team Fortress 2']"
seiuchi,"277520, 244850",[nan]
selfishpiggy,440,['Team Fortress 2']
sem12347,730,['Counter-Strike: Global Offensive']
semmers,"113200, 570, 440","['Team Fortress 2', nan, 'The Binding of Isaac']"
senna_22,440,['Team Fortress 2']
senpai_the_slutty,"222880, 245170, 550","['Left 4 Dead 2', 'Insurgency']"
senpiflesh,"620, 730, 362620","['Counter-Strike: Global Offensive', 'Portal 2', 'Arma 3', 'Warface', 'Team Fortress 2']"
sensei_boi,49520,['Borderlands 2']
serafiki,"379720, 247080, 275850, 293900, 287980, 351510, 444860","['DOOM', ""No Man's Sky"", 'Crypt of the NecroDancer']"
sergarino,383080,[nan]
sergioxks1,"200210, 364420",['Realm of the Mad God']
serialies,"570, 294860, 226860, 234650","['Galactic Civilizations III', nan]"
serkulees,236430,['DARK SOULS™ II']
serpentine19,213450,"[nan, 'Galactic Civilizations III', 'Counter-Strike: Global Offensive', 'Terraria', 'Team Fortress 2']"
seth043,570,[nan]
seuseupai,"351640, 269770, 730, 391540","['Eternal Senia', 'Counter-Strike: Global Offensive', 'Undertale', 'Nuclear Throne']"
seveneightnine,"4920, 249050, 252490","['Natural Selection 2', 'Rust']"
sexinahatyer,"257510, 113200, 4500, 34900, 440","['Team Fortress 2', 'Half-Life 2', 'The Binding of Isaac', nan]"
sexybabes,238460,['BattleBlock Theater®']
sexysob,"4000, 24980","[""Garry's Mod""]"
sgp_solarglow,274940,['Depth']
sgtd,"236430, 278620, 238910",['DARK SOULS™ II']
sgtion,"440, 730","['Team Fortress 2', 'Counter-Strike: Global Offensive']"
sgtlukiebear,730,['Counter-Strike: Global Offensive']
sh06un1,"4000, 221100, 245550, 113200, 227580","[""Garry's Mod"", 'DayZ', 'Gish', 'The Binding of Isaac', nan]"
sh31tf4c3,"219890, 1250","['Antichamber', 'Killing Floor']"
shaco4life,"300400, 252490, 248820, 214190","['Risk of Rain', 'Rust']"
shaddowofadream,264200,"['Schrödinger’s Cat And The Raiders Of The Lost Quark', 'One Finger Death Punch']"
shadimar6969,218620,[nan]
shadowassassin17,34900,"[""Bad Rats: the Rats' Revenge""]"
shadowmakenshi,"440, 92300",['Team Fortress 2']
shadoworso,223470,['POSTAL 2']
shadowpulse29,"298240, 250420, 263980, 334230","['Out There Somewhere', 'Red Crucible®: Firestorm', '8BitMMO']"
shadowteddy101,212680,['FTL: Faster Than Light']
shadowxlucario,"730, 291550","['Team Fortress 2', 'Counter-Strike: Global Offensive', 'Brawlhalla', 'HuniePop']"
shadowxskills,"374570, 218620, 295110",[nan]
shaizerzzz,224540,['Ace of Spades: Battle Builder']
shakingthingsup,"218620, 245170, 376300",[nan]
shaman3soul3,10,['Counter-Strike']
shamboa-58,247140,"[nan, 'Galactic Civilizations III', 'Counter-Strike: Global Offensive', 'Terraria', 'Team Fortress 2']"
shanedee,265210,[nan]
shaneomaniac,440,['Team Fortress 2']
shaniatwainno1fan,239030,"['Papers, Please']"
shanic83,"329440, 234670, 255390","['NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD', 'Sonic Lost World']"
shannandoughtycsgo,730,['Counter-Strike: Global Offensive']
shapes2004,"304930, 99900","['Unturned', 'Spiral Knights', nan, 'Team Fortress 2']"
shardaurabitch,"250900, 6310, 417860",['The Binding of Isaac: Rebirth']
shark854,225540,['Just Cause™ 3']
sharks003,440,['Team Fortress 2']
shashankkarthikeyan,8870,['BioShock Infinite']
shay181,"304930, 287390","['Unturned', 'Metro: Last Light Redux', 'The Walking Dead: Season 2']"
shemwuw,550,['Left 4 Dead 2']
sherlock111,4000,"[""Garry's Mod""]"
sheshenus,238460,['BattleBlock Theater®']
shewdew69,730,['Counter-Strike: Global Offensive']
shialebeoufmeme,383080,[nan]
shiinaakashi,"334660, 207230","['ArcheBlade™', nan]"
shiisa,433340,['Slime Rancher']
shikane,252490,['Rust']
shillenide,255710,['Cities: Skylines']
shinomegami,"417860, 550, 416590, 8500, 6910",['Left 4 Dead 2']
shitmelnbonsays,397430,"['Eador. Masters of the Broken World', 'Galactic Civilizations III', 'Stellaris', 'Warhammer: End Times - Vermintide', ""King's Bounty: Warriors of the North""]"
shivermysprinkler,570,[nan]
shmaz1,620,['Portal 2']
shockwave760,104700,"['Super MNC', 'Unturned']"
shotmum,"440, 304930","['Team Fortress 2', 'Unturned']"
should_not_be_on_my_profile,440,['Team Fortress 2']
shroud1,1250,['Killing Floor']
shround,233720,['Surgeon Simulator']
shrubthebush,"220200, 251570, 221100","['DayZ', nan]"
shucuz,248820,['Risk of Rain']
shudipwnu,730,['Counter-Strike: Global Offensive']
shumting,"363970, 570",[nan]
shuttah627,244870,"['Electronic Super Joy', 'Cradle', nan]"
shuvosaha1612,"10180, 323470","['Call of Duty®: Modern Warfare® 2', 'DRAGON BALL XENOVERSE']"
shwiggityshwam,292030,[nan]
sialiangkuang,"346120, 730, 224260","[""Garry's Mod"", 'No More Room in Hell', 'Counter-Strike: Global Offensive', 'Team Fortress 2', nan]"
sibalnoma,"730, 221100, 224580","['DayZ', 'Counter-Strike: Global Offensive', 'Arma II: DayZ Mod']"
sickbubblez,"377160, 4000, 386360, 291550","['Fallout 4', ""Garry's Mod"", 'Arma 3']"
sickdardsrus,"113400, 224260","['APB Reloaded', 'No More Room in Hell']"
sickkunt007,730,['Counter-Strike: Global Offensive']
sicklygamer,113200,['The Binding of Isaac']
sicktoilet,730,['Counter-Strike: Global Offensive']
siddhugoge,287700,['METAL GEAR SOLID V: THE PHANTOM PAIN']
silentAggressor,"24960, 208650","['Batman™: Arkham Knight', 'Battlefield: Bad Company™ 2']"
silenthallows,"377160, 265930, 221910","['Goat Simulator', 'Fallout 4', 'The Stanley Parable', 'State of Decay']"
silver4ismypeak,"221640, 105450","['Age of Empires® III: Complete Collection', 'Super Hexagon']"
silverkaros,730,['Counter-Strike: Global Offensive']
silverthix,"304930, 8870","['BioShock Infinite', 'Unturned']"
simon19920,72850,[nan]
simplyremi,"304050, 730","['Counter-Strike: Global Offensive', 'Trove', 'Insurgency', 'Killing Floor', nan]"
sinforthewin,730,['Counter-Strike: Global Offensive']
sionisindustries,440,['Team Fortress 2']
sir_nickster,"20, 228380","['Next Car Game: Wreckfest', 'Team Fortress Classic']"
sirasscakes,"440, 255710",['Team Fortress 2']
sirbobfree_james_leeroy_ii,270550,['Yet Another Zombie Defense']
sireatalot,"269210, 8190","['Hero Siege', 'Just Cause 2']"
sirgeneral,440,['Team Fortress 2']
sirieous,"730, 230410","['Counter-Strike: Global Offensive', 'Warframe']"
sirkibble1,227300,['Euro Truck Simulator 2']
sirkillsalot1337,218620,[nan]
sirmalcolm,"2450, 219150",['Hotline Miami']
sirnayth,"245170, 206420","['Saints Row IV', 'Skullgirls']"
sirpeterson,282440,['Quake Live™']
sirscope,"307880, 369200, 244160","[nan, 'Savage Lands']"
sirstaple,"4000, 550, 17410, 257710","['Left 4 Dead 2', ""Garry's Mod"", ""Mirror's Edge™""]"
sirswaggins,"105600, 12140, 620, 500, 280, 261980","['Portal 2', 'Terraria']"
sirzabblepants,"8930, 227300, 257510","[""Sid Meier's Civilization® V"", 'Euro Truck Simulator 2']"
sisgeo,51100,['Tactical Intervention']
sjknadjksndknas,437220,[nan]
sk0p3d4ft3rsk00l,244210,[nan]
skaarh,204450,['Call of Juarez® Gunslinger']
skauldrich,"440, 31280","['Team Fortress 2', 'Poker Night at the Inventory']"
skbooty,248800,"[nan, 'Stardew Valley', 'Life is Strange - Episode 1', 'Warframe', 'Dysfunctional Systems: Learning to Manage Chaos']"
skelaxum,"107410, 72850","[nan, 'Arma 3', 'DayZ']"
skeptile2,"275850, 104900, 286660","['ORION: Prelude', ""No Man's Sky""]"
sketchyboy,8930,"[""Sid Meier's Civilization® V""]"
sketchyfletchy,"49520, 221910, 383870","['Borderlands 2', 'Firewatch', 'The Stanley Parable', 'Kung Fury']"
skilltablet,"105600, 109600, 225260, 48000",['Terraria']
skinarena49,252490,['Rust']
skittles1696,219640,['Chivalry: Medieval Warfare']
skivz,"4000, 346110","['ARK: Survival Evolved', ""Garry's Mod"", 'Life is Strange - Episode 1', 'Trove', 'Reign Of Kings']"
skratchet,"344760, 8930","[""Sid Meier's Civilization® V""]"
sku11ey,"4000, 730, 239220","['Counter-Strike: Global Offensive', ""Garry's Mod"", nan]"
skulluxies,730,['Counter-Strike: Global Offensive']
skully21,8930,"[""Sid Meier's Civilization® V""]"
skwavicus,"4000, 42910","[""Garry's Mod"", 'Magicka']"
sky_track,"550, 351890, 319510, 274170, 99900, 243870","['Left 4 Dead 2', 'Spiral Knights', 'Killing Floor', ""Five Nights at Freddy's"", ""Garry's Mod""]"
skydive1111,"383080, 319630, 459820, 340310","['Life is Strange - Episode 1', 'Crush Crush']"
skyfii,"440, 218620, 417860","[nan, 'Team Fortress 2', 'Emily is Away', ""Garry's Mod""]"
skyheat,"274170, 206190, 207140, 273350","['Evolve Stage 2', 'SpeedRunners']"
skylord30,49520,['Borderlands 2']
skylordjosh,72850,[nan]
skyrise21,730,['Counter-Strike: Global Offensive']
slaveoct26,"250600, 63380","['Sniper Elite V2', 'The Plan']"
slaydread,"250400, 346110","['Rust', 'ARK: Survival Evolved', 'How to Survive', nan]"
sleepyboy99,268500,"['XCOM® 2', 'Gunpoint']"
slicer11221,230410,['Warframe']
slipperypoet,730,['Counter-Strike: Global Offensive']
slowyt,104900,['ORION: Prelude']
slushyb,"344760, 393420, 4000","[""Garry's Mod"", 'ARK: Survival Evolved', 'Reign Of Kings']"
slycooper982,"212800, 304930","['Unturned', 'Super Crate Box']"
slynn1,346010,['Besiege']
smarthio,"440, 730, 362890, 570","['Rust', 'Counter-Strike: Global Offensive', nan, 'Team Fortress 2', 'Left 4 Dead 2']"
smartikools,208090,['Loadout']
smartypants3473,238370,"['Galactic Civilizations III', 'Counter-Strike: Global Offensive', 'Terraria', 'The Binding of Isaac: Afterbirth', 'Magicka 2']"
smcs,"4000, 273350, 440","['Team Fortress 2', ""Garry's Mod""]"
smegmyfoodle,"346010, 239250",['Besiege']
smellyshorts,"4000, 265630, 440","['Team Fortress 2', ""Garry's Mod"", 'Fistful of Frags']"
smith1912,"72850, 8190","[nan, 'Slender: The Arrival', 'Just Cause 2', 'Far Cry 3', 'Rust']"
smittywerbenjabermanjensen,"240, 225140, 4000","['Poker Night at the Inventory', ""Garry's Mod"", 'Counter-Strike: Source', 'Counter-Strike: Global Offensive', 'Call of Duty®: Black Ops III']"
smokeaconeorfuckoff,730,['Counter-Strike: Global Offensive']
smokecoaleveryday,305620,['The Long Dark']
smokeypsd,"250320, 203770, 311340, 3730","['METAL GEAR SOLID V: GROUND ZEROES', 'Crusader Kings II', 'The Wolf Among Us']"
smuji-chan,1250,['Killing Floor']
smunktait,51100,['Tactical Intervention']
smurfdicking,"385760, 730, 304930, 330830","['Counter-Strike: Global Offensive', 'Unturned']"
snakedog,"340810, 304930",['Unturned']
snakentheninja,620,['Portal 2']
snakey1997,230410,['Warframe']
snakrobotza3,"4000, 218620","[nan, ""Garry's Mod""]"
sneigg,34900,"[""Bad Rats: the Rats' Revenge""]"
snipergod31,"105600, 221640, 206190, 440, 316410","['Terraria', 'Team Fortress 2']"
sniperkuanyuan,"440, 1840","[""Garry's Mod"", 'Source Filmmaker', 'Team Fortress 2']"
sniperspot111,383870,['Firewatch']
sniperwolfez,252490,['Rust']
snoe,"211400, 214560, 57300","['Deadlight', 'Mark of the Ninja', 'Amnesia: The Dark Descent']"
snorlakunbanme,271590,['Grand Theft Auto V']
snowangelsdream,"333600, 385800, 233450, 385770, 620, 345650, 208090","['Loadout', 'Prison Architect', 'Portal 2', nan]"
snowayyu,223710,['Cry of Fear']
snowypadre,252950,['Rocket League®']
snruby,"730, 218620","['Counter-Strike: Global Offensive', nan]"
snubbo,"265930, 72850, 34900, 440, 220","['Goat Simulator', 'Team Fortress 2', 'Half-Life 2', ""Bad Rats: the Rats' Revenge"", nan]"
snyper4plg,"252490, 304930","[nan, 'Rust', 'Unturned', 'Borderlands 2', 'The Binding of Isaac: Rebirth']"
sock1345,4000,"[""Garry's Mod""]"
softchippi,"97000, 96000, 35720",['Trine 2: Complete Story']
soggzillanator,244870,"['Electronic Super Joy', 'Cradle', nan]"
sogogamer,"105600, 389570, 271590, 252490, 247730, 244850, 218620","['Terraria', 'Rust', 'Counter-Strike: Global Offensive', nan, 'Nether: Resurrected']"
solarr_,"105600, 208090, 221100, 247910","['Loadout', 'Terraria', ""Garry's Mod"", 'DayZ', 'Stellaris']"
solelywolf,109600,['Neverwinter']
solesdn,"24200, 8980, 105600, 440","['Terraria', 'Team Fortress 2']"
solodsnek,"1250, 224260, 22380, 12750, 397550, 218620, 200510","[nan, 'No More Room in Hell', 'Fallout: New Vegas', 'Killing Floor', 'XCOM: Enemy Unknown']"
somanyinstructions,"220200, 17390","['Kerbal Space Program', 'SPORE™']"
some_sorta_pie,211820,['Starbound']
somebritishtwat,"220, 550","['Left 4 Dead 2', 'Half-Life 2']"
somefaggotalreadytookjimmy,252490,['Rust']
someonelewd,"322330, 211820, 219150","['Starbound', ""Don't Starve Together"", 'Hotline Miami']"
someoneonly,203160,['Tomb Raider']
something_random,"310080, 11140","['Hatoful Boyfriend', 'Seduce Me the Otome', nan]"
sonGohan8D,"4000, 200260, 8870, 49520, 218230, 440, 570, 223390","[nan, 'Team Fortress 2', ""Garry's Mod"", 'Borderlands 2', 'Batman: Arkham City - Game of the Year Edition']"
sonicagent,232810,"[nan, 'Kingdom Rush', 'Realm of the Mad God', 'theHunter: Primal']"
sonicmario9000,"218680, 219890, 620","['Antichamber', 'Portal 2', 'Scribblenauts Unlimited', 'Tropico 4']"
sonnymastrangioli,290080,['Life is Feudal: Your Own']
sonyghazi,"8600, 227300","['Euro Truck Simulator 2', 'RACE 07']"
sophiadabest,"259740, 24240, 111600, 65300, 300220",['PAYDAY™ The Heist']
sorakita7435,363480,"[nan, 'Galactic Civilizations III', 'Counter-Strike: Global Offensive', 'Terraria', 'Team Fortress 2']"
sorrentor,730,['Counter-Strike: Global Offensive']
soulsphere33,202200,"[nan, 'Chivalry: Medieval Warfare', 'Galactic Civilizations® II: Ultimate Edition', 'Advent Rising', 'Rise of Nations: Extended Edition']"
soupstore,"4000, 216250, 319630","[""Garry's Mod"", ""Sid Meier's Civilization V: Brave New World"", 'Life is Strange - Episode 1', 'ARK: Survival Evolved']"
sourwarrior,"730, 362890",['Counter-Strike: Global Offensive']
sovietbus,247020,"['Red Orchestra 2: Heroes of Stalingrad with Rising Storm', 'Cook, Serve, Delicious!', 'Chivalry: Medieval Warfare', 'Call of Duty®: Black Ops II', 'Khet 2.0']"
sp8i,338340,"[nan, 'Galactic Civilizations III', 'Counter-Strike: Global Offensive', 'Terraria', 'Team Fortress 2']"
space_jumper,107410,['Arma 3']
spacemonkey,"212680, 8870","['FTL: Faster Than Light', 'BioShock Infinite']"
spacemonkey53,"377160, 316790",['Fallout 4']
spadesace007,388090,"[""Five Nights at Freddy's 4"", 'Team Fortress 2']"
spaghettimmmgoodsphaget,374570,['Kung Fury']
spamgms,72850,[nan]
spamnz,24740,"['Burnout Paradise: The Ultimate Box', 'Dead Space', 'Counter-Strike: Global Offensive']"
spanduke,"262550, 373180, 239070, 274190","['Hammerwatch', 'Broforce']"
spangher,17460,"['Mass Effect', nan]"
spanks169,"221100, 239140","['DayZ', 'Dying Light', 'Arma 3']"
spankwankable,"4000, 730","['Counter-Strike: Global Offensive', ""Garry's Mod""]"
sparid,49520,['Borderlands 2']
sparkmastertape,730,['Counter-Strike: Global Offensive']
sparksflynn,292030,[nan]
spartaaagh,"206480, 239820, 207230","['Game Dev Tycoon', 'Dungeons & Dragons Online®']"
spartan7126,218230,['PlanetSide 2']
spartanwarrior662,"4000, 550, 236390, 6060, 6000, 346900, 440, 730","['Counter-Strike: Global Offensive', 'Vindictus', 'Left 4 Dead 2', ""Garry's Mod"", 'Team Fortress 2']"
spath21,341800,"[nan, 'Portal 2', 'Call of Duty®: Black Ops II', 'Mortal Online', 'INK']"
spazmatron42000,214950,['Total War™: ROME II - Emperor Edition']
spazrael_,1250,['Killing Floor']
spbko8o,225140,[nan]
speddoman,"344760, 440",['Team Fortress 2']
speedy_3014,346010,['Besiege']
speedyplague,248820,['Risk of Rain']
speedyy,"440, 730, 252490","['Rust', 'Counter-Strike: Global Offensive', nan, 'Team Fortress 2', 'Warface']"
sperkzdesu,"730, 417860","['Emily is Away', 'Counter-Strike: Global Offensive', 'Portal 2', 'Door Kickers']"
spez95,234650,"['Shadowrun Returns', 'Psychonauts', 'Might & Magic X - Legacy', 'Dirty Bomb®']"
sphix,258970,"['Gauntlet™ Slayer Edition', 'Counter-Strike: Global Offensive', 'Terraria', 'How to Survive', 'Guns of Icarus Online']"
spicydoggomemes,"24960, 9480, 620, 219150, 33230, 72850, 206420, 12120, 12220","['Portal 2', nan, 'Commander Keen', 'Injustice: Gods Among Us Ultimate Edition', 'Saints Row 2']"
spidermanhoodies4sale,"359050, 296470, 252950, 422970, 218620","[nan, 'Counter-Strike: Global Offensive', 'Rocket League®']"
spiderwizard2,"4000, 295110, 311210, 219640, 730","[nan, 'Call of Duty®: Black Ops III', 'Serious Sam 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
spideyhero1,"410680, 322010, 351290, 304930",['Unturned']
spike_heart,237740,"['FINAL FANTASY III', 'Broforce', 'Angry Video Game Nerd Adventures', 'FINAL FANTASY VII', 'Counter-Strike: Global Offensive']"
spinefarm,"71270, 207890, 203160, 50300, 256350","['Tomb Raider', 'Spec Ops: The Line']"
spiritofsoup,"212680, 262060",['FTL: Faster Than Light']
spittyboy,"24240, 220, 218230, 17500","['PlanetSide 2', 'Half-Life 2', 'PAYDAY™ The Heist']"
splitdip,"242880, 339800, 273350, 4000","[""Garry's Mod"", 'Evolve Stage 2', 'Team Fortress 2', 'HuniePop']"
splitmyurethra,"208090, 207140","['Loadout', 'SpeedRunners']"
sploger,"105600, 620","['Portal 2', 'Terraria']"
splonkeydonkey,252950,['Rocket League®']
sponseredbypornhub_,304930,['Unturned']
spoodermen,"220260, 12210, 221100, 45100","[nan, 'DayZ']"
spooke512,"274940, 218620, 332500, 287390",[nan]
spookymouse,346010,['Besiege']
sporelife,"358150, 72850, 394230, 440, 346110","[nan, 'Team Fortress 2', 'ARK: Survival Evolved']"
spottlight,221100,['DayZ']
sprayandpray168543483,248570,['Toribash']
sprayer1706,"251810, 433340, 246620","['Slime Rancher', 'Plague Inc: Evolved']"
springah,322110,"['Galactic Civilizations III', 'Counter-Strike: Global Offensive', 'Terraria', '20XX', nan]"
spudcake,730,['Counter-Strike: Global Offensive']
spudkins,"281690, 268090, 620","['Portal 2', nan]"
spurdosparda,570,[nan]
spyo101,440,['Team Fortress 2']
squarenix1234,"203160, 550","['Left 4 Dead 2', 'Tomb Raider']"
squibblyboop,34900,"[""Bad Rats: the Rats' Revenge""]"
squidamus,"40800, 17410, 200900, 300","[""Mirror's Edge™"", 'Day of Defeat: Source', 'Super Meat Boy']"
squiggleses,17080,['Tribes: Ascend']
squigy,204450,['Call of Juarez® Gunslinger']
squirt711,227300,['Euro Truck Simulator 2']
ssbatt,"1840, 248570","['Source Filmmaker', 'Toribash']"
sschuarmatt,"206500, 107100",['Bastion']
st0p-stalk,"322170, 353270",['Geometry Dash']
stabz0r,440,['Team Fortress 2']
stackonme,"213330, 214420, 214510, 35140","['Batman: Arkham Asylum Game of the Year Edition', 'Gear Up']"
stagman231,"440, 42700",['Team Fortress 2']
stalkerzebra,17470,"['Dead Space', 'Burnout Paradise: The Ultimate Box', 'DARK SOULS™: Prepare To Die™ Edition', 'Prototype™']"
standupforrealaction,244850,[nan]
stanlyski,8930,"[""Sid Meier's Civilization® V""]"
stanthemailman,"209080, 304930","['Unturned', 'Guns of Icarus Online']"
star2dog,108600,['Project Zomboid']
starfleetbrat,"286340, 234920, 405640, 305620, 280790",['The Long Dark']
stargaze77X,209650,['Call of Duty®: Advanced Warfare - Gold Edition']
starkillershadow553,277430,['Halo: Spartan Assault']
starrynights,730,['Counter-Strike: Global Offensive']
starturner,230290,"['Dirty Bomb®', 'Soldier Front 2', nan, 'Team Fortress 2', ""Garry's Mod""]"
stasly,"47920, 4000","[""Garry's Mod""]"
stealthysteve,"248570, 322170","['Geometry Dash', 'Toribash']"
steamaccountforsale1,730,['Counter-Strike: Global Offensive']
steamconan,219640,['Chivalry: Medieval Warfare']
steamxanbunny,"259080, 394690, 211820",['Starbound']
stefchygamer,730,['Counter-Strike: Global Offensive']
sterscram,"440, 346110","[nan, 'ARK: Survival Evolved', 'Team Fortress 2']"
stevedude911,"8930, 224260, 200510","['XCOM: Enemy Unknown', 'No More Room in Hell', ""Sid Meier's Civilization® V""]"
steviescoop,367010,"[nan, 'Galactic Civilizations III', 'Counter-Strike: Global Offensive', 'Terraria', 'Team Fortress 2']"
stevo188,238010,"[""Deus Ex: Human Revolution - Director's Cut"", 'Kingdoms of Amalur: Reckoning™', nan, 'Red Orchestra 2: Heroes of Stalingrad with Rising Storm', 'Tribes: Ascend']"
stewysdsdsdsadasdgsadf,"4000, 730, 252490, 275850","['Rust', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Contagion', ""No Man's Sky""]"
stickmasterghost,"1840, 305070",['Source Filmmaker']
sticky1770,"4000, 304930","[""Garry's Mod"", 'Unturned']"
stilli1988,233290,"['ABZU', 'Planetbase', 'The Long Dark', nan, 'Stardew Valley']"
stingingroger,22380,['Fallout: New Vegas']
stinglock,"108600, 252490, 221100, 317360","['DayZ', 'Project Zomboid', 'Rust']"
stirlingsilverfilms,"1250, 203140, 241540, 239820, 318220, 251570","[nan, 'Killing Floor', 'Hitman: Absolution™', 'State of Decay']"
stksam,"730, 319630","['Life is Strange - Episode 1', 'Counter-Strike: Global Offensive', 'Team Fortress 2']"
stone_donkey,244850,[nan]
stonedwalrus,322070,"[nan, 'Starbound', 'Domestic Dog', 'Unturned']"
stonepac,"203160, 220","['Tomb Raider', 'Half-Life 2']"
stopbeingfat,730,['Counter-Strike: Global Offensive']
stopitwiththatshit,570,[nan]
stopreadingthisthing,"304930, 113200, 440, 99900, 265630","['Unturned', 'Team Fortress 2', 'Spiral Knights', 'The Binding of Isaac']"
stopstalkingmypagefuckers,322330,"[""Don't Starve Together""]"
stopstealingmyurlnames,"252250, 10500",['Empire: Total War™']
storm_is_epic,"388090, 308420, 200510",['XCOM: Enemy Unknown']
storminnorman,250110,"['Assault Android Cactus', 'Counter-Strike: Global Offensive', 'Terraria', nan, 'Team Fortress 2']"
stormlrd,228380,['Next Car Game: Wreckfest']
stormman176,245550,['Free to Play']
stormshado,"23450, 228300","[nan, 'Remember Me', 'Super Hexagon', ""Mirror's Edge™"", 'Valkyria Chronicles™']"
stormxlol,440,['Team Fortress 2']
stormzyinit,"440, 221640","['Team Fortress 2', 'Super Hexagon']"
stox180,242760,['The Forest']
strander01,263280,['SPINTIRES™']
strangemoose,236430,['DARK SOULS™ II']
stratex5,730,['Counter-Strike: Global Offensive']
strayadard,105600,['Terraria']
stressedout123,209870,['Blacklight: Retribution']
strongeee,"265210, 383870, 275850","['Firewatch', ""No Man's Sky"", nan]"
strumfreak,207610,['The Walking Dead']
strykon,"440, 447880",['Team Fortress 2']
studsdean,440,['Team Fortress 2']
stuman85,"212480, 50300, 6910",['Spec Ops: The Line']
